186.739589,187.681491,10
213.492633,213.993968,12
216.014498,218.384444,12
218.809819,221.848212,12
218.809819,221.848212,12
227.469237,228.471907,12
231.677411,233.576406,20
237.845347,239.243007,15
240.397596,242.82831,15
240.397596,242.82831,20
245.471711,247.158019,20
245.471711,247.158019,20
249.722623,250.74834,15
254.509302,255.929525,15
259.059277,260.505801,15
261.347415,261.873424,15
269.342747,271.920189,7
273.419314,275.470748,7
276.391263,277.574783,7
281.914354,284.202492,7
281.914354,284.202492,7
295.038271,295.643181,9
317.032009,318.195803,9
326.546191,328.137368,19
340.965404,341.767568,19
349.559071,350.374385,5
363.656104,367.088311,20
367.758972,368.311281,20
384.6307,386.524332,8
394.88787,398.385827,3
401.081622,401.870635,3
419.12372,420.609694,1
423.436991,425.711979,15
427.158502,428.368322,15
428.789129,430.498658,15
436.929114,439.283003,15
444.148583,445.424154,15
488.280712,489.661484,14
488.280712,489.661484,20
500.392062,502.916903,15
504.258225,507.414278,1
504.258225,507.414278,1
513.384476,516.816683,15
513.384476,516.816683,15
520.538194,522.484426,15
525.877182,527.244805,15
529.204187,530.729612,15
532.123535,533.412257,15
539.027399,540.960481,15
539.027399,540.960481,7
542.420155,543.985031,15
542.420155,543.985031,7
542.420155,543.985031,22
544.931847,546.246869,22
544.931847,546.246869,15
548.561307,550.625891,22
551.375453,553.492638,15
551.375453,553.492638,22
554.071248,555.767626,15
559.094631,564.025962,15
559.094631,564.025962,15
577.057827,579.753622,15
577.057827,579.753622,15
580.358532,581.542051,1
588.10401,590.602551,15
588.10401,590.602551,15
593.798054,594.994723,15
595.691685,598.269128,15
609.657216,611.366744,15
612.773817,614.246641,15
616.350676,617.20544,15
619.046471,619.940685,15
634.471675,636.799264,5
634.471675,636.799264,5
637.220071,639.442457,5
637.220071,639.442457,5
665.04593,666.22945,14
670.832026,672.199648,1
687.085694,689.926141,18
692.753438,693.792305,18
