87.245184,90.790967,6
87.245184,90.790967,6
91.758572,92.965714,6
98.11892,99.108587,6
102.53145,104.977253,6
102.53145,104.977253,6
106.209609,108.61759,12
109.597803,111.126429,12
111.822979,116.052704,12
119.362102,120.575548,12
126.759394,128.663086,6
146.338423,148.238963,5
152.408804,155.037411,5
152.408804,155.037411,5
177.279717,180.626937,11
177.279717,180.626937,11
205.343411,208.747363,14
226.306083,227.76537,18
228.348454,229.322363,18
229.791982,233.987038,18
229.791982,233.987038,18
234.579578,236.666074,26
237.857457,238.531944,26
257.720148,258.43876,17
259.8161,260.18171,17
261.871079,263.491108,17
261.871079,263.491108,17
279.272208,279.823774,2
281.216873,282.020584,2
284.882425,285.717654,2
289.178339,290.911833,10
292.802918,294.618359,10
292.802918,294.618359,10
297.127198,298.473019,10
297.127198,298.473019,10
300.46181,301.476692,10
302.330832,302.948586,10
304.061174,304.543401,10
305.069753,308.574562,2
335.185273,336.351442,10
345.914026,348.996494,22
345.914026,348.996494,24
351.930827,352.876369,17
354.798971,359.545594,14
374.57026,377.321788,20
382.021133,383.849181,20
418.881522,420.280924,21
418.881522,420.280924,21
438.876589,439.957659,21
442.690276,443.282815,1
443.717765,445.55842,1
450.844002,454.670296,21
450.844002,454.670296,11
450.844002,454.670296,21
450.844002,454.670296,11
461.462441,462.083347,11
468.658018,470.845372,1
471.532466,473.032727,1
477.423194,479.534905,15
477.423194,479.534905,15
480.341768,481.394472,15
482.421961,483.332833,15
490.383427,492.403735,15
493.034097,495.779321,15
493.034097,495.779321,15
496.337191,498.212517,15
511.421742,512.881029,15
511.421742,512.881029,15
524.158196,525.705734,15
526.436953,527.770168,15
530.405079,532.18585,15
530.405079,532.18585,15
536.547951,537.250805,15
541.921783,542.709735,15
543.116318,544.632338,15
545.975008,546.800781,15
545.975008,546.800781,15
547.727413,549.955741,4
547.727413,549.955741,13
547.727413,549.955741,19
547.727413,549.955741,20
553.649659,554.55738,15
553.649659,554.55738,15
560.123472,561.58591,15
562.47472,563.319404,1
570.057969,571.696909,1
570.057969,571.696909,1
579.182452,580.903339,1
581.675531,582.857459,26
584.789517,585.564862,26
587.065122,588.328997,26
591.45559,594.1756,15
617.313019,621.526986,7
617.313019,621.526986,7
617.313019,621.526986,7
622.377974,624.020065,7
625.469897,628.854938,7
637.56023,638.997455,24
652.487191,653.965388,4
655.891143,656.729524,4
661.624281,664.9715,4
661.624281,664.9715,4
672.633544,674.272484,4
679.113661,679.536003,4
681.102451,682.779213,10
