#,,base:cevent_speech_anaphora-referent,,,,,cevent_eye_roi_child,,,,,,cevent_eye_roi_parent,,,,,
#,,,,,,,individual_prop,,individual_mean_dur,,individual_freq,,individual_prop,,individual_mean_dur,,individual_freq,
#,,,,,,,target,other,target,other,target,other,target,other,target,other,target,other
#subID,expID,onset,offset,category,trialsID,instanceID,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all
1210,12,49.039,51.754,11,1,3,0.4645,0.47411,1.2611,1.2871,22.101,22.101,0.84513,0.15487,2.2944,0.42046,22.101,22.101
1210,12,59.83,64.159,2,1,4,0,0.9692,0,2.0978,0,27.721,0.3448,0.5859,0.7463,1.2682,27.721,27.721
1210,12,66.144,69.781,7,1,5,0.56303,0.41864,2.0473,1.5223,16.5,16.5,0,0.85637,0,3.114,0,16.5
1210,12,66.144,69.781,7,1,6,0.56303,0.41864,2.0473,1.5223,16.5,16.5,0,0.85637,0,3.114,0,16.5
1210,12,66.144,69.781,2,1,7,0.41864,0.56303,1.5223,2.0473,16.5,16.5,0.85637,0,3.114,0,16.5,0
1210,12,70.362,75.272,2,1,8,0.21818,0.77503,1.0713,3.8056,12.219,12.219,0.14351,0.7886,0.70467,1.9361,12.219,24.439
1210,12,75.816,77.016,8,1,9,0.18019,0.47233,0.21617,0.56667,50.011,50.011,1,0,1.1997,0,50.011,0
1210,12,77.993,82.755,8,1,10,0.55758,0.43542,2.6551,2.0734,12.6,12.6,0.12041,0.74901,0.57339,0.89167,12.6,50.401
1210,12,77.993,82.755,8,1,11,0.55758,0.43542,2.6551,2.0734,12.6,12.6,0.12041,0.74901,0.57339,0.89167,12.6,50.401
1210,12,77.993,82.755,8,1,12,0.55758,0.43542,2.6551,2.0734,12.6,12.6,0.12041,0.74901,0.57339,0.89167,12.6,50.401
1210,12,90.448,91.178,19,1,13,0,1,0,0.72973,0,82.222,0.38089,0,0.27795,0,82.222,0
1210,12,113.74,114.69,15,1,14,1,0,0.95236,0,63.001,0,1,0,0.95236,0,63.001,0
1210,12,127.55,128.68,15,1,15,0,0.9892,0,1.1134,0,53.309,0,1,0,1.1255,0,53.309
1210,12,133.55,137.32,15,1,16,0.52524,0.39524,1.9814,1.491,15.905,15.905,0.53017,0.3864,2,0.48588,15.905,47.716
1210,12,167.34,170.5,17,1,17,0.32645,0.11626,1.0296,0.36667,19.024,19.024,1,0,3.1539,0,19.024,0
1210,12,734.9,736.32,26,2,18,0,0.02221,0,0.031591,0,42.183,0,0,0,0,0,0
1210,12,736.92,737.93,5,2,19,0,0.82034,0,0.83199,0,59.16,0,0.96713,0,0.49044,0,118.32
1210,12,736.92,737.93,9,2,20,0.82034,0,0.83199,0,59.16,0,0.29447,0.67266,0.29866,0.68221,59.16,59.16
1210,12,745.43,748.7,9,2,21,0.23391,0.41844,0.76667,1.3715,18.306,18.306,0,1,0,1.6388,0,36.612
1210,12,754.51,760.99,5,2,22,0.53917,0.17795,1.7472,0.38443,18.516,27.773,0.35916,0.52769,0.77591,0.85499,27.773,37.031
1210,12,754.51,760.99,9,2,23,0,0.71712,0,0.92954,0,46.289,0.23659,0.65026,0.76667,0.84287,18.516,46.289
1210,12,761.39,762.3,5,2,24,0,0.77849,0,0.35145,0,132.91,0,1,0,0.90289,0,66.453
1210,12,761.39,762.3,9,2,25,0,0.77849,0,0.35145,0,132.91,0,1,0,0.90289,0,66.453
1210,12,765.85,782.67,5,2,26,0.32217,0.50344,2.7096,1.6937,7.134,17.835,0.22591,0.71266,1.2667,1.9979,10.701,21.402
1210,12,765.85,782.67,9,2,27,0.23582,0.5898,1.9833,1.9842,7.134,17.835,0.15655,0.78202,2.6333,1.6443,3.567,28.536
1210,12,765.85,782.67,9,2,28,0.23582,0.5898,1.9833,1.9842,7.134,17.835,0.15655,0.78202,2.6333,1.6443,3.567,28.536
1210,12,765.85,782.67,9,2,29,0.23582,0.5898,1.9833,1.9842,7.134,17.835,0.15655,0.78202,2.6333,1.6443,3.567,28.536
1210,12,783.31,795.22,5,2,30,0.19497,0.64551,1.1611,1.0984,10.075,35.262,0.27426,0.64458,1.6333,1.9193,10.075,20.15
1210,12,783.31,795.22,9,2,31,0.26027,0.58021,1.55,0.98725,10.075,35.262,0.1959,0.72294,2.3333,1.7221,5.0375,25.187
1210,12,796.04,806.14,5,2,32,0.23039,0.36946,1.1641,0.93333,11.875,23.751,0.2672,0.62776,2.7,3.1718,5.9377,11.875
1210,12,796.04,806.14,9,2,33,0.2672,0.33265,1.35,0.84036,11.875,23.751,0.34307,0.55189,3.4667,2.7884,5.9377,11.875
1210,12,810.88,815.94,5,2,34,0,0.98023,0,2.4793,0,23.722,0,1,0,5.0587,0,11.861
1210,12,810.88,815.94,9,2,35,0.19493,0.7853,0.98607,3.9726,11.861,11.861,0,1,0,5.0587,0,11.861
1210,12,810.88,815.94,5,2,36,0,0.98023,0,2.4793,0,23.722,0,1,0,5.0587,0,11.861
1210,12,810.88,815.94,9,2,37,0.19493,0.7853,0.98607,3.9726,11.861,11.861,0,1,0,5.0587,0,11.861
1210,12,816.82,829.35,5,2,38,0.17027,0.38277,2.1333,0.95916,4.7888,23.944,0.25274,0.64616,3.1667,1.6192,4.7888,23.944
1210,12,816.82,829.35,9,2,39,0.099493,0.45355,1.2466,1.1365,4.7888,23.944,0,0.8989,0,1.8771,0,28.733
1210,12,816.82,829.35,25,2,40,0.20081,0.35224,1.258,1.1033,9.5777,19.155,0.57965,0.31926,2.4208,1.3333,14.366,14.366
1210,12,835.13,840,17,2,41,0,0.89028,0,1.0819,0,49.375,0,0.94514,0,1.5314,0,37.031
1210,12,903.67,904.58,17,2,42,0,1,0,0.91526,0,65.555,0,0.8179,0,0.24953,0,196.67
1210,12,920.51,923.9,12,2,43,0.39921,0,1.3529,0,17.705,0,1,0,3.3889,0,17.705,0
1210,12,924.82,926.9,12,2,44,1,0,2.0779,0,28.876,0,0.72729,0.1925,0.75561,0.4,57.751,28.876
1210,12,932.73,936.72,12,2,45,0.20924,0.54804,0.83333,0.36377,15.065,90.393,0,0.92476,0,0.7366,0,75.327
1210,12,932.73,936.72,12,2,46,0.20924,0.54804,0.83333,0.36377,15.065,90.393,0,0.92476,0,0.7366,0,75.327
1210,12,932.73,936.72,11,2,47,0,0.75728,0,0.43085,0,105.46,0.28457,0.64019,1.1333,0.63741,15.065,60.262
1210,12,948.42,950.59,1,2,48,0.26792,0.6402,0.58322,0.69681,27.563,55.126,0.18375,0.66312,0.4,0.48117,27.563,82.689
1211,12,53.406,56.009,26,1,1,0,0.97439,0,1.2684,0,46.091,0,0.84285,0,0.73147,0,69.137
1211,12,72.046,73.318,23,1,2,1,0,1.272,0,47.168,0,1,0,1.272,0,47.168,0
1211,12,74.519,75.185,23,1,3,1,0,0.66574,0,90.125,0,1,0,0.66574,0,90.125,0
1211,12,75.601,77.123,23,1,4,1,0,1.5217,0,39.43,0,1,0,1.5217,0,39.43,0
1211,12,95.859,97.202,21,1,5,0.17369,0.45262,0.23333,0.30402,44.664,89.327,0.4278,0.37369,0.5747,0.251,44.664,89.327
1211,12,100.63,102.39,21,1,6,0.49257,0.13688,0.86667,0.24084,34.101,34.101,0.45895,0.42738,0.8075,0.37598,34.101,68.203
1211,12,109.66,111.03,1,1,7,1,0,1.3672,0,43.887,0,1,0,1.3672,0,43.887,0
1211,12,113.38,117.94,1,1,8,0.81698,0.095171,1.8599,0.43333,26.355,13.178,0.72141,0.22003,1.6424,0.50091,26.355,26.355
1211,12,113.38,117.94,1,1,9,0.81698,0.095171,1.8599,0.43333,26.355,13.178,0.72141,0.22003,1.6424,0.50091,26.355,26.355
1211,12,113.38,117.94,1,1,10,0.81698,0.095171,1.8599,0.43333,26.355,13.178,0.72141,0.22003,1.6424,0.50091,26.355,26.355
1211,12,118.51,121.63,1,1,11,0.24335,0.61805,0.76087,0.96621,19.19,38.38,0.21293,0.73377,0.66575,1.1471,19.19,38.38
1211,12,118.51,121.63,1,1,12,0.24335,0.61805,0.76087,0.96621,19.19,38.38,0.21293,0.73377,0.66575,1.1471,19.19,38.38
1211,12,133.44,134.03,15,1,13,0.67049,0.21735,0.39855,0.1292,100.94,100.94,0.10972,0.89028,0.065216,0.5292,100.94,100.94
1211,12,137.06,137.56,15,1,14,1,0,0.49931,0,120.17,0,0.87442,0.058817,0.43661,0.029368,120.17,120.17
1211,12,138.01,141.83,15,1,15,0.37983,0.52409,0.72473,2,31.445,15.723,0.34867,0.56398,0.6653,1.0761,31.445,31.445
1211,12,142.37,144.52,15,1,16,1,0,2.1518,0,27.884,0,0.72116,0.13942,0.77589,0.3,55.768,27.884
1211,12,145.72,146.67,15,1,17,0.24792,0.45563,0.23579,0.43333,63.087,63.087,0.3315,0.49326,0.31528,0.46912,63.087,63.087
1211,12,150.81,152.87,15,1,18,0,0.29006,0,0.6,0,29.006,0.54487,0.35845,1.1271,0.37073,29.006,58.011
1211,12,153.77,155.38,15,1,19,0,0.62874,0,0.25414,0,148.44,0.76297,0.030858,1.2336,0.049891,37.11,37.11
1211,12,158.34,161.08,15,1,20,0.7111,0.1548,1.9444,0.42326,21.943,21.943,0.56481,0.2767,0.77219,0.3783,43.887,43.887
1211,12,162.21,163.82,15,1,21,0,0.69075,0,0.37227,0,111.33,0.014782,0.67597,0.023899,0.3643,37.11,111.33
1211,12,166.26,172.67,15,1,22,0.72861,0.046818,4.6688,0.3,9.3636,9.3636,1,0,6.4078,0,9.3636,0
1211,12,166.26,172.67,15,1,23,0.72861,0.046818,4.6688,0.3,9.3636,9.3636,1,0,6.4078,0,9.3636,0
1211,12,175.63,181.36,15,1,24,0.087258,0.76655,0.5,1.4641,10.471,31.413,0.19855,0.68061,0.37924,1.3,31.413,31.413
1211,12,183.18,189.25,26,1,25,0,0.59034,0,0.71725,0,49.383,0,0.96346,0,2.9265,0,19.753
1211,12,183.18,189.25,26,1,26,0,0.59034,0,0.71725,0,49.383,0,0.96346,0,2.9265,0,19.753
1211,12,190.98,192.42,15,1,27,0.35816,0.43329,0.5152,0.31164,41.711,83.421,0,0.75209,0,0.54093,0,83.421
1211,12,194.17,196.1,15,1,28,0,0.90031,0,0.86695,0,62.309,0,1,0,1.9259,0,31.154
1211,12,199.79,201.24,1,1,29,0.20684,0.43872,0.3,0.6363,41.369,41.369,0.6665,0.27784,0.96667,0.40297,41.369,41.369
1211,12,208.84,212.92,9,1,30,0.73024,0.26159,1.4888,1.0667,29.429,14.714,0.2833,0.515,0.5776,0.7,29.429,44.143
1211,12,208.84,212.92,9,1,31,0.73024,0.26159,1.4888,1.0667,29.429,14.714,0.2833,0.515,0.5776,0.7,29.429,44.143
1211,12,215,216.8,9,1,32,0.55435,0,0.49756,0,66.848,0,1,0,1.7951,0,33.424,0
1211,12,219.08,220.59,9,1,33,1,0,1.5098,0,39.74,0,0.71934,0.25858,1.0861,0.39041,39.74,39.74
1211,12,221.01,222.61,9,1,34,0.35308,0.11096,0.56667,0.17808,37.385,37.385,0.92097,0.037488,1.4781,0.060166,37.385,37.385
1211,12,224.34,225.8,9,1,35,1,0,1.4623,0,41.032,0,0,0.63699,0,0.31048,0,123.1
1211,12,228.39,230.46,1,1,36,0.21475,0.2696,0.44421,0.27884,29.006,58.011,0.35977,0.28571,0.74421,0.29551,29.006,58.011
1211,12,228.39,230.46,9,1,37,0.10845,0.37589,0.22435,0.38877,29.006,58.011,0,0.64549,0,0.44508,0,87.017
1211,12,234.08,237.82,7,1,38,0.75901,0.05797,2.8333,0.2164,16.073,16.073,0.79462,0.14287,1.4831,0.53333,32.146,16.073
1211,12,234.08,237.82,1,1,39,0.05797,0.75901,0.2164,2.8333,16.073,16.073,0,0.93749,0,1.1665,0,48.22
1211,12,240.04,242.12,1,1,40,0.41355,0.57043,0.86037,1.1867,28.84,28.84,0.65388,0.31407,1.3604,0.65341,28.84,28.84
1211,12,242.68,244.09,1,1,41,0,1,0,1.4147,0,42.412,0,1,0,1.4147,0,42.412
1211,12,264.66,265.85,7,1,42,0.46186,0.5101,0.54907,0.60642,50.47,50.47,0.5047,0.29903,0.6,0.17775,50.47,100.94
1211,12,266.73,270.47,7,1,43,0.45517,0.097913,1.7045,0.36667,16.022,16.022,0.32044,0.57089,1.2,1.0689,16.022,32.044
1211,12,266.73,270.47,7,1,44,0.45517,0.097913,1.7045,0.36667,16.022,16.022,0.32044,0.57089,1.2,1.0689,16.022,32.044
1211,12,275.76,278.15,26,1,45,0,0.94974,0,1.1347,0,50.219,0,1,0,2.3895,0,25.109
1211,12,281.53,284.04,15,1,46,1,0,2.5084,0,23.919,0,0.32228,0.33221,0.26948,0.41667,71.758,47.839
1211,12,287.07,289.19,15,1,47,0,1,0,2.1161,0,28.354,0.17327,0.70071,0.36667,0.74139,28.354,56.708
1211,12,294.73,296.73,26,1,48,0,0.54824,0,0.55074,0,59.728,0,1,0,2.0091,0,29.864
1211,12,299.71,300.49,18,1,49,0.20159,0.71344,0.15817,0.55979,76.469,76.469,0.92586,0,0.72645,0,76.469,0
1211,12,302.52,304.78,18,1,50,0.43192,0,0.4878,0,53.126,0,0.66803,0.14012,1.5089,0.31651,26.563,26.563
1211,12,310.94,316.48,11,1,51,0.61373,0.29144,1.7,0.53819,21.661,32.491,0.35958,0.28542,0.99602,0.52708,21.661,32.491
1211,12,317.03,320.95,14,1,52,0.76076,0.094798,2.9846,0.3719,15.294,15.294,0.3412,0.59932,0.66929,0.78374,30.588,45.882
1211,12,334.71,335.7,22,1,53,1,0,0.99861,0,60.083,0,0.66759,0.26107,0.66667,0.26071,60.083,60.083
1211,12,337.45,338.51,22,1,54,1,0,1.0581,0,56.708,0,1,0,1.0581,0,56.708,0
1211,12,340.04,341.38,22,1,55,1,0,1.3315,0,45.062,0,1,0,1.3315,0,45.062,0
1211,12,344.63,346.33,22,1,56,0.52903,0,0.89936,0,35.294,0,0.078821,0,0.134,0,35.294,0
1211,12,347.33,349.04,22,1,57,0,1,0,1.7119,0,35.049,0,1,0,1.7119,0,35.049
1211,12,349.72,351.56,22,1,58,0.30752,0.63821,0.56667,0.58801,32.561,65.122,0.45054,0.47033,0.8302,0.86667,32.561,32.561
1211,12,359.34,361.78,22,1,59,1,0,2.4371,0,24.619,0,0.49393,0.39665,0.60188,0.96667,49.239,24.619
1211,12,362.74,365.94,22,1,60,1,0,3.1979,0,18.762,0,0.8228,0.10423,1.3156,0.33333,37.524,18.762
1211,12,362.74,365.94,22,1,61,1,0,3.1979,0,18.762,0,0.8228,0.10423,1.3156,0.33333,37.524,18.762
1211,12,370.43,372.8,22,1,62,0.64644,0.19857,1.5293,0.46977,25.362,25.362,0.83092,0.11272,0.98288,0.26667,50.724,25.362
1211,12,375.76,377.92,22,1,63,0.52242,0.13865,0.56517,0.3,55.461,27.731,1,0,2.1637,0,27.731,0
1211,12,380.21,381.59,22,1,64,0.32805,0.33355,0.45239,0.22999,43.509,87.017,1,0,1.379,0,43.509,0
1211,12,382.35,383.46,22,1,65,0,1,0,1.1056,0,54.269,0,0.95854,0,1.0598,0,54.269
1211,12,389.13,394.5,8,1,66,0.28588,0.50941,0.76809,1.3687,22.332,22.332,0.13027,0.49753,0.35,0.44558,22.332,66.995
1211,12,414.75,418.1,20,1,67,0.55191,0.40832,1.8503,0.68444,17.897,35.794,0.26357,0.3586,0.88362,0.30055,17.897,71.589
1211,12,418.76,419.03,3,1,68,0,1,0,0.27727,0,216.4,1,0,0.27727,0,216.4,0
1212,12,30,31.224,16,1,1,0.5099,0.27228,0.62424,0.33333,49.01,49.01,0,1,0,1.2242,0,49.01
1212,12,44.418,47.756,13,1,2,0.63594,0,2.123,0,17.973,0,0.86559,0.11444,2.8897,0.38204,17.973,17.973
1212,12,49.136,51.455,13,1,3,0.84708,0.1098,1.9643,0.25461,25.874,25.874,0.44041,0.43124,0.51064,0.5,51.749,51.749
1212,12,55.653,56.732,19,1,4,1,0,1.0795,0,55.582,0,0.26006,0.33852,0.28073,0.36542,55.582,55.582
1212,12,74.843,77.662,18,1,5,0.5877,0.38864,1.6565,1.0955,21.287,21.287,0.61136,0.16556,0.8616,0.46667,42.573,21.287
1212,12,78.142,79.081,18,1,6,0,0.7714,0,0.36239,0,127.72,0,0.33503,0,0.31478,0,63.86
1212,12,79.921,81.08,18,1,7,0,0.37374,0,0.43333,0,51.749,0.50066,0.44184,0.58049,0.51229,51.749,51.749
1212,12,87.018,91.036,23,1,8,0.55972,0.1997,2.249,0.40121,14.932,29.865,0.18641,0.55582,0.749,0.31905,14.932,104.53
1212,12,111.35,113.27,24,1,9,1,0,1.9191,0,31.265,0,0.93131,0,1.7873,0,31.265,0
1212,12,113.68,117.94,24,1,10,0.27753,0.64419,0.59085,1.3715,28.182,28.182,0,0.85683,0,3.6484,0,14.091
1212,12,113.68,117.94,24,1,11,0.27753,0.64419,0.59085,1.3715,28.182,28.182,0,0.85683,0,3.6484,0,14.091
1212,12,119.76,120.46,7,1,12,1,0,0.69967,0,85.755,0,1,0,0.69967,0,85.755,0
1212,12,126.02,127.3,7,1,13,0.50497,0.18238,0.32303,0.23333,93.795,46.897,1,0,1.2794,0,46.897,0
1212,12,128.26,129.26,7,1,14,0,0.46641,0,0.1554,0,180.09,0,0.52446,0,0.52421,0,60.029
1212,12,132.32,133.04,7,1,15,0,0.88339,0,0.63574,0,83.373,1,0,0.71966,0,83.373,0
1212,12,138.19,139.05,7,1,16,0,0.84489,0,0.36313,0,139.6,0.6044,0,0.51954,0,69.801,0
1212,12,157.2,159.78,20,1,17,1,0,2.5788,0,23.267,0,1,0,2.5788,0,23.267,0
1212,12,157.2,159.78,20,1,18,1,0,2.5788,0,23.267,0,1,0,2.5788,0,23.267,0
1212,12,172.58,173.64,15,1,19,1,0,1.0595,0,56.631,0,0.61957,0,0.65643,0,56.631,0
1212,12,189.39,189.99,10,1,20,1,0,0.59972,0,100.05,0,0.79667,0,0.47777,0,100.05,0
1212,12,193.35,195.25,14,1,21,0.74754,0.024276,1.4197,0.046103,31.594,31.594,0,0.74392,0,0.70638,0,63.188
1212,12,206.48,208.52,24,1,22,0,0.85287,0,0.86951,0,58.852,0.89221,0.10779,1.8192,0.21978,29.426,29.426
1212,12,218.22,219.81,15,1,23,0.81289,0.13642,1.3,0.21817,37.518,37.518,0,0.74988,0,0.39975,0,112.55
1212,12,220.67,221.21,2,1,24,1,0,0.53974,0,111.16,0,1,0,0.53974,0,111.16,0
1212,12,234.91,235.63,17,1,25,1,0,0.71966,0,83.373,0,1,0,0.71966,0,83.373,0
1212,12,237.05,238.35,17,1,26,1,0,1.2994,0,46.176,0,1,0,1.2994,0,46.176,0
1212,12,241.78,242.7,17,1,27,1,0,0.91956,0,65.248,0,1,0,0.91956,0,65.248,0
1212,12,244.18,246.44,17,1,28,1,0,2.2589,0,26.561,0,1,0,2.2589,0,26.561,0
1212,12,250.34,251.02,17,1,29,1,0,0.67968,0,88.277,0,0,0.46053,0,0.15651,0,176.55
1212,12,257.24,258.34,17,1,30,1,0,1.0995,0,54.571,0,1,0,1.0995,0,54.571,0
1212,12,259.96,261.97,8,1,31,0.13586,0.68253,0.27431,1.3781,29.717,29.717,0.76887,0.11557,0.77619,0.23333,59.434,29.717
1212,12,263.93,265.33,8,1,32,0.30919,0.4526,0.21633,0.63333,85.755,42.878,1,0,1.3993,0,42.878,0
1212,12,281.19,285.36,1,1,33,0.71721,0.25886,2.9965,1.0815,14.361,14.361,0.65422,0.12682,2.7333,0.26492,14.361,28.722
1212,12,281.19,285.36,1,1,34,0.71721,0.25886,2.9965,1.0815,14.361,14.361,0.65422,0.12682,2.7333,0.26492,14.361,28.722
1212,12,281.19,285.36,8,1,35,0,0.97607,0,2.039,0,28.722,0,0.78103,0,1.0877,0,43.083
1212,12,287.02,288.64,1,1,36,1,0,1.6192,0,37.055,0,0,0.79414,0,0.64295,0,74.109
1212,12,292.54,293.54,16,1,37,0,0.70033,0,0.7,0,60.029,0.93972,0,0.93928,0,60.029,0
1212,12,295.24,295.78,16,1,38,0,1,0,0.53974,0,111.16,0,1,0,0.53974,0,111.16
1212,12,297.86,298.72,16,1,39,0,0,0,0,0,0,0.64001,0.28244,0.55014,0.24278,69.801,69.801
1212,12,315.19,316.63,6,1,40,0,0.48634,0,0.7,0,41.686,0.43651,0.14662,0.62828,0.21104,41.686,41.686
1212,12,328.06,330.74,6,1,41,1,0,2.6787,0,22.399,0,1,0,2.6787,0,22.399,0
1212,12,331.78,332.86,6,1,42,1,0,1.0795,0,55.582,0,1,0,1.0795,0,55.582,0
1212,12,334.56,335.96,6,1,43,1,0,1.3993,0,42.878,0,1,0,1.3993,0,42.878,0
1212,12,336.64,337.52,6,1,44,1,0,0.87958,0,68.214,0,1,0,0.87958,0,68.214,0
1212,12,341.54,342.66,6,1,45,1,0,1.1195,0,53.597,0,1,0,1.1195,0,53.597,0
1212,12,354.23,355.65,15,1,46,1,0,1.4193,0,42.274,0,1,0,1.4193,0,42.274,0
1212,12,360.81,362.51,15,1,47,1,0,1.6992,0,35.311,0,1,0,1.6992,0,35.311,0
1212,12,364.89,367.2,15,1,48,1,0,2.3189,0,25.874,0,1,0,2.3189,0,25.874,0
1212,12,368.36,369.52,15,1,49,1,0,1.1594,0,51.749,0,1,0,1.1594,0,51.749,0
1212,12,370.58,371.38,15,1,50,1,0,0.79962,0,75.036,0,0.39697,0.18616,0.31743,0.14886,75.036,75.036
1212,12,376.16,378.48,15,1,51,1,0,2.3189,0,25.874,0,0.20416,0.7096,0.47342,0.54849,25.874,77.623
1212,12,376.16,378.48,15,1,52,1,0,2.3189,0,25.874,0,0.20416,0.7096,0.47342,0.54849,25.874,77.623
1212,12,384.42,386.36,12,1,53,0.92229,0,1.7884,0,30.943,0,0.92003,0,1.784,0,30.943,0
1212,12,386.79,388.61,12,1,54,1,0,1.8191,0,32.983,0,0.14659,0.73578,0.26667,1.3385,32.983,32.983
1212,12,389.45,390.79,12,1,55,1,0,1.3394,0,44.797,0,0.39293,0.45774,0.52628,0.61308,44.797,44.797
1212,12,443.8,445.63,33,2,56,0,0.12773,0,0.23333,0,32.844,0,0.12773,0,0.23333,0,32.844
1212,12,443.8,445.63,33,2,57,0,0.12773,0,0.23333,0,32.844,0,0.12773,0,0.23333,0,32.844
1212,12,447.61,448.85,8,2,58,0.46685,0.34489,0.57862,0.42745,48.41,48.41,0,0.97311,0,0.60304,0,96.82
1212,12,456.46,457.38,22,2,59,0,1,0,0.91956,0,65.248,0,0.76123,0,0.7,0,65.248
1212,12,456.46,457.38,24,2,60,1,0,0.91956,0,65.248,0,0.76123,0,0.7,0,65.248,0
1212,12,467.1,470.93,24,2,61,0.044311,0.91227,0.17007,1.7507,15.632,31.265,1,0,3.8382,0,15.632,0
1212,12,472.31,473.83,24,2,62,0,1,0,1.5193,0,39.492,0.45146,0.4169,0.68589,0.63339,39.492,39.492
1212,12,499.4,500.52,3,2,63,1,0,1.1195,0,53.597,0,0.41579,0.58421,0.46546,0.654,53.597,53.597
1212,12,510.02,511.84,9,2,64,1,0,1.8191,0,32.983,0,1,0,1.8191,0,32.983,0
1212,12,512.43,513.25,9,2,65,0.40467,0.066622,0.33167,0.054604,73.206,73.206,1,0,0.81961,0,73.206,0
1212,12,514.41,515.31,9,2,66,0,1,0,0.89957,0,66.698,1,0,0.89957,0,66.698,0
1212,12,521.27,522.17,21,2,67,1,0,0.89957,0,66.698,0,0.5883,0,0.52921,0,66.698,0
1212,12,528.33,529.81,21,2,68,1,0,1.4793,0,40.56,0,1,0,1.4793,0,40.56,0
1212,12,547.52,548.02,11,2,69,1,0,0.49976,0,120.06,0,1,0,0.49976,0,120.06,0
1212,12,548.56,550.06,11,2,70,0.48272,0.18379,0.72374,0.27555,40.019,40.019,1,0,1.4993,0,40.019,0
1212,12,552.22,554.14,12,2,71,0.87748,0.018305,1.684,0.035129,31.265,31.265,1,0,1.9191,0,31.265,0
1212,12,554.73,555.57,12,2,72,0,0.72389,0,0.60778,0,71.463,0,1,0,0.8396,0,71.463
1212,12,572.13,573.21,7,2,73,0,1,0,1.0795,0,55.582,1,0,1.0795,0,55.582,0
1212,12,574.95,576.96,17,2,74,1,0,2.019,0,29.717,0,0.73704,0.11557,1.4881,0.23333,29.717,29.717
1212,12,578.52,579.02,7,2,75,1,0,0.49976,0,120.06,0,1,0,0.49976,0,120.06,0
1212,12,580.94,581.8,7,2,76,1,0,0.85959,0,69.801,0,1,0,0.85959,0,69.801,0
1212,12,583.02,585,7,2,77,1,0,1.9791,0,30.317,0,1,0,1.9791,0,30.317,0
1212,12,585.62,586.58,7,2,78,1,0,0.95954,0,62.53,0,1,0,0.95954,0,62.53,0
1212,12,607.45,608.31,20,2,79,0.27145,0.45711,0.23333,0.19646,69.801,139.6,1,0,0.85959,0,69.801,0
1212,12,608.81,609.63,20,2,80,0,1,0,0.81961,0,73.206,1,0,0.81961,0,73.206,0
1212,12,621.9,622.92,2,2,81,0,0.74123,0,0.75569,0,58.852,1,0,1.0195,0,58.852,0
1212,12,644.65,645.61,17,2,82,0.11949,0.39416,0.11466,0.37822,62.53,62.53,0,0.41687,0,0.4,0,62.53
1213,12,61.413,62.254,10,1,1,1,0,0.84054,0,71.383,0,0,0.77774,0,0.65371,0,71.383
1213,12,63.923,65.066,10,1,2,0,0,0,0,0,0,0,0.067643,0,0.077308,0,52.499
1213,12,68.077,70.036,18,1,3,0.65973,0.23819,0.64628,0.46667,61.248,30.624,0.18715,0.028755,0.36667,0.056338,30.624,30.624
1213,12,84.513,85.831,3,1,4,0.85799,0.040868,1.131,0.053874,45.515,45.515,0.066154,0.88327,0.087207,1.1644,45.515,45.515
1213,12,92.713,93.414,16,1,5,1,0,0.70145,0,85.537,0,0,1,0,0.70145,0,85.537
1213,12,94.442,95.246,16,1,6,0,1,0,0.80425,0,74.603,0,1,0,0.80425,0,74.603
1213,12,127.59,128.03,19,1,7,1,0,0.44143,0,135.92,0,0,0.75479,0,0.33319,0,135.92
1213,12,127.59,128.03,3,1,8,0,1,0,0.44143,0,135.92,0,0.75479,0,0.33319,0,135.92
1213,12,134.58,135.52,19,1,9,1,0,0.94333,0,63.604,0,0,1,0,0.94333,0,63.604
1213,12,143.69,144.67,14,1,10,1,0,0.97357,0,61.629,0,0.37855,0.51874,0.36854,0.50503,61.629,61.629
1213,12,145.24,146.25,14,1,11,1,0,1.0038,0,59.773,0,0,0.61115,0,0.61348,0,59.773
1213,12,147.47,149,14,1,12,0.97937,0,1.5043,0,39.064,0,0.52362,0,0.80425,0,39.064,0
1213,12,175.12,178.8,18,1,13,0,0,0,0,0,0,0,0.19039,0,0.35,0,32.639
1213,12,185.58,187.1,21,1,14,0.15071,0.50466,0.22896,0.76667,39.495,39.495,0,0.74602,0,0.56667,0,78.99
1213,12,187.94,188.98,21,1,15,0.89067,0,0.92531,0,57.754,0,0,0.55852,0,0.58024,0,57.754
1213,12,193.92,195.19,21,1,16,0,1,0,1.2634,0,47.492,0,0,0,0,0,0
1213,12,196.95,197.57,21,1,17,1,0,0.62646,0,95.776,0,0.084921,0.64904,0.0532,0.4066,95.776,95.776
1213,12,199.99,201.77,21,1,18,0,0.84233,0,1.5039,0,33.605,0.46674,0.064322,0.83333,0.11484,33.605,33.605
1213,12,204.27,208.16,21,1,19,0,0.20294,0,0.39465,0,30.854,0.27426,0.36696,0.53333,0.47573,30.854,46.281
1213,12,215.84,216.65,20,1,20,0,0.47267,0,0.38248,0,74.149,0.71983,0,0.58248,0,74.149,0
1213,12,218.99,221.61,20,1,21,1,0,2.6155,0,22.94,0,0.62709,0.30587,1.6402,0.8,22.94,22.94
1213,12,218.99,221.61,20,1,22,1,0,2.6155,0,22.94,0,0.62709,0.30587,1.6402,0.8,22.94,22.94
