subID,onset,offset,refID,cue,type,prop-target,prop-other,cat-1,cat-2,cat-3,cat-4,cat-5,cat-6,cat-7,cat-8,cat-9,cat-10,cat-11,cat-12,cat-13,cat-14,cat-15,cat-16,cat-17,cat-18,cat-19,cat-20,cat-21,cat-22,cat-23,cat-24,cat-25
1205,67.09,67.746,3,2,3,0,0.018692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018692,0,0
1205,75.712,76.159,8,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,83.914,84.571,9,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1205,88.988,89.989,17,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1205,92.001,93.339,17,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1205,100.6,101.12,17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,115.43,116.63,17,1,3,0.44143,0.30617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44143,0,0,0,0,0,0,0,0.30617
1205,117.31,118.35,17,1,3,0.5709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5709,0,0,0,0,0,0,0,0
1205,130.33,133.74,12,2,3,0.68374,0.21618,0,0,0,0,0,0,0,0.10873,0,0,0,0.68374,0,0,0,0,0,0,0,0.10745,0,0,0,0,0
1205,234.26,235.2,22,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,236.74,237.72,22,1,3,0.15192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15192,0,0,0
1205,253.69,255.66,23,2,3,0.25474,0.7113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39348,0,0,0,0.31782,0,0,0,0.25474,0,0
1205,257.56,259.19,23,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,261.75,262.78,15,1,3,0.49532,0.47238,0.47238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49532,0,0,0,0,0,0,0,0,0,0
1205,315.34,316.7,19,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1205,332.14,333.04,8,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1205,335.43,337,2,1,3,0.32058,0,0,0.32058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,350.94,351.69,21,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1205,395.57,396.03,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
