subID,onset,offset,refID,cue,type,instigator,extra-cue,prop-target,prop-other,cat-1,cat-2,cat-3,cat-4,cat-5,cat-6,cat-7,cat-8,cat-9,cat-10,cat-11,cat-12,cat-13,cat-14,cat-15,cat-16,cat-17,cat-18,cat-19,cat-20,cat-21,cat-22,cat-23,cat-24,cat-25
1224,87.616,88.632,5,1,3,0,3,0.96831,0,0,0,0,0,0.96831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,97.654,98.517,7,1,3,1,1,0.75391,0,0,0,0,0,0,0,0.75391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,106.69,107.46,"22, 7",2,2,0,3,0.20441,0.79559,0,0,0,0,0,0,0.20441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38959,0,0,0
1224,117.04,118.72,15,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1224,120.75,122.02,15,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1224,127.59,129.25,15,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1224,127.59,129.25,15,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1224,129.66,130.67,15,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1224,129.66,130.67,15,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1224,132.3,133.6,15,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1224,132.3,133.6,15,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1224,136.19,137.01,15,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1224,141.81,142.58,15,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1224,145.83,147.27,15,1,3,1,1,0.18637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18637,0,0,0,0,0,0,0,0,0,0
1224,190.73,193.33,24,2,3,0,3,0.56227,0.24312,0,0,0,0,0,0,0,0,0.24312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56227,0
1224,269.52,272.03,17,2,3,1,1,0.8095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8095,0,0,0,0,0,0,0,0
1224,305.79,306.81,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,310.6,311.53,26,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,314.39,316.5,26,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,349.13,350.48,20,2,1,0,3,0.48033,0.099585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48033,0,0,0,0,0.099585
1224,383.16,384.01,26,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1224,386.69,389.26,26,1,3,1,1,0,0.23375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23375
1224,390.81,392.48,26,2,3,0,1,0,0.20215,0,0,0,0,0,0.10707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095084
1224,390.81,392.48,6,2,1,0,3,0.10707,0.095084,0,0,0,0,0,0.10707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095084
1224,430.95,432.65,1,1,3,0,3,0,0.83288,0,0,0,0,0,0,0,0,0,0.25431,0,0,0,0,0.57856,0,0,0,0,0,0,0,0,0,0
1224,430.95,432.65,15,2,3,0,3,0.57856,0.25431,0,0,0,0,0,0,0,0,0,0.25431,0,0,0,0,0.57856,0,0,0,0,0,0,0,0,0,0
1224,448.79,449.45,15,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,452.16,452.94,15,1,3,1,1,0.2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2612,0,0,0,0,0,0,0,0,0,0
1224,455.38,456.13,15,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1224,461.72,462.37,15,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
