subID,onset,offset,refID,cue,type,instigator,extra-cue,prop-target,prop-other,cat-1,cat-2,cat-3,cat-4,cat-5,cat-6,cat-7,cat-8,cat-9,cat-10,cat-11,cat-12,cat-13,cat-14,cat-15,cat-16,cat-17,cat-18,cat-19,cat-20,cat-21,cat-22,cat-23,cat-24,cat-25
1228,35.367,35.442,16,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1228,37.489,38.117,16,1,3,1,1,0.01745,0.3718,0,0,0,0,0,0,0.3718,0,0,0,0,0,0,0,0,0.01745,0,0,0,0,0,0,0,0,0
1228,38.98,39.501,16,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,40.12,42.225,16,1,3,1,1,0,0.1425,0,0,0.1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,60.536,61.248,10,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,62.815,63.634,10,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,65.841,68,10,2,3,1,2,0.55219,0.33971,0,0,0,0,0,0,0.33971,0,0,0.55219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,65.841,68,10,1,3,1,2,0.55219,0.33971,0,0,0,0,0,0,0.33971,0,0,0.55219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,71.756,72.424,10,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,100.7,102.39,20,2,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,100.7,102.39,20,1,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,113.43,114.73,26,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1228,137.02,138.04,8,2,3,1,3,0,0.56384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22993,0.33391,0
1228,176.44,177.79,26,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,202.93,203.87,26,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1228,240.64,241.11,13,2,3,0,3,0.44999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44999,0,0,0,0,0,0,0,0,0,0,0,0
1228,242.58,244.84,13,2,3,0,3,0.56325,0.33335,0,0,0,0,0,0,0,0,0,0,0,0,0.56325,0,0,0,0.33335,0,0,0,0,0,0,0,0
1228,250.37,250.87,15,2,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1228,251.66,252.3,15,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1228,281.55,282.1,23,1,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
