subID,onset,offset,refID,cue,type,instigator,extra-cue,prop-target,prop-other,cat-1,cat-2,cat-3,cat-4,cat-5,cat-6,cat-7,cat-8,cat-9,cat-10,cat-11,cat-12,cat-13,cat-14,cat-15,cat-16,cat-17,cat-18,cat-19,cat-20,cat-21,cat-22,cat-23,cat-24,cat-25
1221,41.106,42.091,26,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,42.611,43.566,26,2,1,0,2,0,0.1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1736
1221,50.576,52.15,15,2,1,0,3,0.31758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31758,0,0,0,0,0,0,0,0,0,0
1221,70.667,71.609,1,1,3,1,1,0.35337,0,0.35337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,78.993,79.827,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,86.229,86.927,1,1,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,94.504,96.11,1,1,3,1,1,0,0.97315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97315
1221,98.169,98.82,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,100.6,102.3,15,1,3,1,1,0.41392,0.50793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41392,0,0,0,0,0,0,0,0,0,0.50793
1221,100.6,102.3,15,1,3,1,1,0.41392,0.50793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41392,0,0,0,0,0,0,0,0,0,0.50793
1221,162.67,163.25,4,1,3,0,3,0.62266,0,0,0,0,0.62266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,164.27,164.95,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,165.63,166.04,4,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,198.85,200.28,8,2,1,1,1,0.40746,0.49937,0,0,0,0,0,0,0,0.40746,0,0,0,0,0.056765,0,0,0,0,0,0,0.4426,0,0,0,0,0
1221,219.78,220.93,5,1,3,1,1,0.92431,0.017999,0,0,0.017999,0,0.92431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,228.92,230.66,12,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,234.46,234.86,12,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,235.4,238.13,12,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,252.4,253.38,10,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,276.44,277.14,18,2,3,0,3,0.052867,0.32633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052867,0,0.32633,0,0,0,0,0
1221,299.06,299.53,16,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,325.62,327.8,"20, 13",2,2,0,2,0.445,0.555,0,0,0,0,0,0,0,0,0,0,0,0,0.445,0,0,0,0,0,0,0,0,0,0,0,0
1221,344.26,346.05,12,2,3,1,1,0.0037163,0.67935,0,0,0.064139,0.20507,0,0,0,0,0,0,0,0.0037163,0,0,0,0,0,0,0,0.41014,0,0,0,0,0
