subID,onset,offset,refID,cue,type,instigator,extra-cue,prop-target,prop-other,cat-1,cat-2,cat-3,cat-4,cat-5,cat-6,cat-7,cat-8,cat-9,cat-10,cat-11,cat-12,cat-13,cat-14,cat-15,cat-16,cat-17,cat-18,cat-19,cat-20,cat-21,cat-22,cat-23,cat-24,cat-25
1223,30,33.125,6,2,3,0,3,0.82933,0.128,0,0,0,0,0,0.82933,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0
1223,30,33.125,6,1,3,0,3,0.82933,0.128,0,0,0,0,0,0.82933,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0
1223,34.093,35.3,6,1,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,40.453,41.443,6,1,3,0,2,0.34616,0.45175,0,0,0,0,0,0.34616,0,0,0,0,0,0,0,0,0,0,0.45175,0,0,0,0,0,0,0,0
1223,44.865,47.311,6,1,3,0,2,0,0.97274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15502,0,0.81773,0,0,0,0,0,0,0,0
1223,44.865,47.311,6,1,3,0,2,0,0.97274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15502,0,0.81773,0,0,0,0,0,0,0,0
1223,48.544,50.952,12,2,3,0,3,0.47824,0.49408,0,0,0.49408,0,0,0,0,0,0,0,0,0.47824,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,51.932,53.46,12,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,54.157,58.387,12,1,3,0,2,0.49878,0.2254,0,0,0,0,0,0.070927,0,0,0,0,0,0.49878,0,0,0,0.15447,0,0,0,0,0,0,0,0,0
1223,61.696,62.91,12,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,69.093,70.997,6,2,3,1,1,0.35367,0.50625,0,0,0,0,0,0.35367,0,0,0,0,0,0.50625,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,88.672,90.573,5,1,3,0,2,0.64922,0,0,0,0,0,0.64922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,94.743,97.371,5,1,3,0,2,0.471,0.13589,0,0,0,0,0.471,0.13589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,94.743,97.371,5,1,3,0,2,0.471,0.13589,0,0,0,0,0.471,0.13589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,119.61,122.96,11,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,119.61,122.96,11,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,147.68,151.08,14,2,3,0,3,0.32747,0.11751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32747,0,0,0,0,0,0.11751,0,0,0,0,0
1223,168.64,170.1,18,2,3,0,3,0,0.97716,0,0,0,0,0.57062,0,0,0,0,0,0.40653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
