484.749188,488.0852,it
484.749188,488.0852,it
489.7493,491.268866,it
489.7493,491.268866,it
544.273965,545.273987,that
574.14573,574.438706,it
596.599361,597.228281,it
619.603785,620.299113,it
636.236971,637.471374,this
641.342555,641.940225,it
658.311687,659.249208,this
678.14807,679.120749,this
712.203524,712.855883,it
729.907048,730.977384,that
744.501126,744.868322,this
759.794439,760.587425,it
815.063256,816.147783,it
815.063256,816.147783,it
820.078742,822.842303,it
823.685423,824.470895,it
826.193166,827.591161,it
845.649791,846.222681,it
852.185776,853.5009,it
867.675412,868.31676,it
901.652445,902.783811,that
919.64622,920.410073,one
920.997375,923.926678,this
920.997375,923.926678,it
948.387979,949.360811,it
