256.016384,257.032192,this
266.054315,266.917205,that
275.08736,275.857408,they
285.442048,287.124139,she
289.150293,290.422784,her
295.987883,297.653589,that
295.987883,297.653589,her
298.063189,299.073536,that
298.063189,299.073536,her
300.695552,301.995349,that
300.695552,301.995349,her
304.594944,305.414144,her
310.209195,310.979243,her
314.234197,315.665067,her
359.126357,361.731413,these
437.922475,440.429227,it
474.191189,475.212459,that
479.002624,479.931051,it
482.787328,484.895403,it
517.532331,518.88128,one
551.556437,552.413867,that
555.08992,557.656747,it
559.207765,560.878933,he
559.207765,560.878933,one
599.348565,601.052501,it
599.348565,601.052501,her
617.190741,617.846101,she
620.560384,621.335893,her
623.777109,624.525312,her
630.117717,630.767616,she
639.587669,640.068267,it
656.572416,657.222315,it
659.270315,659.892907,it
671.536469,672.432128,it
674.480128,675.18464,it
