278.764337,280.118673,26
284.076549,286.383249,2
290.804938,293.519794,11
301.596335,305.925261,2
307.910384,311.546682,7
307.910384,311.546682,7
307.910384,311.546682,2
312.127995,317.038235,2
317.582443,318.782174,8
319.759275,324.521094,8
319.759275,324.521094,8
319.759275,324.521094,8
332.214216,332.943949,19
355.503842,356.456206,15
369.319303,370.444824,15
375.317959,379.09031,15
409.108325,412.262258,17
433.226632,436.306354,17
445.817625,447.697616,14
475.773799,476.280902,2
476.689058,477.690895,14
511.815207,512.705729,14
550.726076,553.842903,21
557.479201,561.164973,24
574.324911,580.793565,5
976.667742,978.090104,26
978.683785,979.697991,5
978.683785,979.697991,9
987.193219,990.470835,9
996.271597,1002.752619,5
996.271597,1002.752619,9
1003.160775,1004.063665,5
1003.160775,1004.063665,9
1007.613385,1024.434358,5
1007.613385,1024.434358,9
1007.613385,1024.434358,9
1007.613385,1024.434358,9
1025.077513,1036.988246,5
1025.077513,1036.988246,9
1037.804558,1047.90951,5
1037.804558,1047.90951,9
1052.646593,1057.705253,5
1052.646593,1057.705253,9
1052.646593,1057.705253,5
1052.646593,1057.705253,9
1058.583407,1071.112558,5
1058.583407,1071.112558,9
1058.583407,1071.112558,25
1076.900952,1081.761718,17
1145.434048,1146.349307,17
1162.279758,1165.668689,12
1166.583948,1168.661833,12
1174.4997,1178.482313,12
1174.4997,1178.482313,12
1174.4997,1178.482313,11
1190.182783,1192.359615,1
1193.448031,1196.490648,15
