150.089325,152.934248,it
168.649064,170.424467,these
185.354968,188.363885,they
207.066227,211.023451,it
222.674091,223.601008,it
236.663414,237.376427,it
241.2267,242.139357,it
257.818522,259.187508,it
279.914808,282.802512,it
295.159035,297.939787,one
302.110915,302.731237,one
305.269565,306.495948,that
308.18579,309.162618,that
313.041411,314.980808,that
318.467443,319.287409,it
321.569052,323.864955,it
324.435366,324.905954,this
325.319502,327.287419,that
407.672552,409.027278,these
416.271494,417.248322,that
428.620886,429.476502,that
430.624454,431.280426,it
468.064789,469.448035,it
473.205615,475.07371,that
476.399915,478.938243,it
489.555013,489.982821,it
507.99354,508.449869,that
509.298355,510.068409,that
511.095148,512.293011,that
516.870557,517.897296,it
522.831349,524.014951,it
524.856307,526.660231,it
530.731538,532.029222,it
539.544384,540.735116,that
545.455265,547.86525,it
545.455265,547.86525,it
559.380417,560.941916,it
565.219997,566.132654,it
631.580156,633.426861,it
631.580156,633.426861,it
661.184473,661.783404,that
675.701426,676.835117,it
677.918898,679.188062,it
695.872576,696.407336,that
718.660485,720.742484,it
734.432341,735.173875,this
735.687245,736.927888,that
