1222.680690	1223.674967	you want speechx
1232.861230	1233.255698	hello
1234.730904	1235.082143	hello
1243.868533	1244.138717	hello
1249.185758	1249.531594	hello
1250.920340	1251.552571	you speechx
1330.657096	1330.986721	langplayx
1334.299179	1335.968917	yay speechx
1408.172938	1408.648462	hello
