subID,age,child target avg,child-other avg,parent target avg,parent other avg
1201,24.3,0.50471556,0.23257719999999996,0.34622153999999994,0.44200387999999996
1202,20.7,0.42375473809523806,0.3830564047619046,0.36528395238095235,0.37164147619047616
1204,18.2,0.3972166666666667,0.14058744444444446,0.5106511111111112,0.3196744444444444
1205,18.1,0.41677000000000003,0.2486695789473684,0.5971005263157896,0.2726297368421053
1206,17.5,0.6972497741935483,0.22234387096774197,0.7026132258064518,0.1863727096774194
1207,25.3,0.42179194642857143,0.3402576785714285,0.0,0.0
1208,15.2,0.599529361111111,0.23424999999999999,0.46570138888888896,0.32364380555555555
1209,16.2,0.25,0.40733,0.32364125,0.5115075
1210,19.2,0.27381214583333335,0.5190647916666665,0.2532564583333333,0.6475210416666666
1211,24.2,0.48817364705882343,0.339080044117647,0.487161955882353,0.3962929852941176
1212,21.7,0.6247503780487805,0.2525352804878049,0.6465958536585364,0.2241263414634146
1213,17.3,0.32023361538461537,0.38053808653846155,0.23084927019230772,0.4359810472115384
1214,18.5,0.23985462962962967,0.4663175185185185,0.4973464444444445,0.30442774074074075
1215,18.2,0.3135962222222222,0.4500664333333333,0.26515722222222227,0.44145277777777786
1216,17.8,0.5417188648648649,0.221744054054054,0.44142116216216226,0.31439535135135144
1218,21.5,0.3045053924050633,0.4619108607594937,0.33484221518987345,0.5370112405063293
1219,19.7,0.7964058275862069,0.15027758620689657,0.5487803448275863,0.2231755172413793
1220,19.6,0.39611788461538455,0.3406654038461539,0.5106706923076924,0.3977792500000001
1221,21.6,0.4147834708333334,0.17211079166666665,0.42090466666666665,0.23207954166666667
1222,22.1,0.735278064516129,0.18872500322580643,0.680454935483871,0.21342948387096772
1223,21.8,0.435979369047619,0.47245076190476204,0.4108933333333333,0.44237932380952394
1224,17.9,0.49715380555555566,0.1602183611111111,0.5416270555555555,0.2800586111111111
1225,21.1,0.5521285217391304,0.30871554347826086,0.6794794782608696,0.24270717391304347
1226,18.4,0.39276332031249994,0.42251310156249994,0.45702901562500003,0.25339526093750003
1227,22,0.4381413823529411,0.38176745098039205,0.2993772156862745,0.33978607843137254
1228,17.9,0.3567535,0.40454550000000006,0.45658180000000004,0.3009865
1229,16.3,0.6649849999999999,0.17149035,0.64275275,0.21520405
1230,17.7,0.24234312499999996,0.5183549879032259,0.24115013709677421,0.6016144758064516
1231,22.1,0.4525870652173912,0.2663969956521739,0.5246583586956521,0.2811032608695652
1232,14.1,0.36629400000000006,0.17993800000000001,0.27773040000000004,0.3929452
1233,12.3,0.698977,0.1869065,0.6863142000000001,0.17435929999999997
1234,15.9,0.5507555813953489,0.2619146046511628,0.6106860465116278,0.2811337441860466
1235,13.8,0.3416131818181818,0.33599836363636365,0.34350954545454543,0.21189595454545457
1236,15.2,0.23815714285714287,0.3827938571428572,0.0,0.0
1237,13,0.661216923076923,0.17080846153846155,0.54137,0.35181996923076925
