119.134136,119.79468,2
139.326659,140.345909,2
145.162194,146.955724,1
150.604026,152.778134,2
153.38181,154.431681,1
156.260207,157.156972,1
162.353835,162.751911,1
184.383632,187.161417,2
202.817621,203.618148,1
212.375824,214.059992,2
218.60506,219.081876,1
362.73488,364.405925,2
366.129463,369.327196,2
370.845135,372.419942,2
373.469813,373.999123,2
381.663183,383.80667,1
381.663183,383.80667,1
397.936187,398.841701,2
414.572271,416.037716,2
426.829518,428.426197,2
426.829518,428.426197,1
436.518954,438.561828,1
436.518954,438.561828,1
460.674741,461.623999,2
462.087693,462.892594,1
463.299419,465.565391,1
466.755245,468.754375,1
472.096465,472.74826,2
474.410556,474.738641,1
